File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation,Sharpening,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
r9a5d3704t,http://193.205.194.113/RAISE/NEF/r9a5d3704t.NEF,http://193.205.194.113/RAISE/TIFF/r9a5d3704t.TIF,9/20/2014 16:24,4/11/2014 11:29,18.3 MB,L (4928 x 3264),29:16.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,56mm,AF-A,Dynamic,ON,OFF,f/5.6,1/200s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,nature; outdoor
r9a5dd4c7t,http://193.205.194.113/RAISE/NEF/r9a5dd4c7t.NEF,http://193.205.194.113/RAISE/TIFF/r9a5dd4c7t.TIF,9/21/2014 9:32,3/23/2013 8:04,19.6 MB,L (4928 x 3264),04:27.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,34mm,AF-A,Auto,ON,OFF,f/9,1/500s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r9a5dfddet,http://193.205.194.113/RAISE/NEF/r9a5dfddet.NEF,http://193.205.194.113/RAISE/TIFF/r9a5dfddet.TIF,9/20/2014 23:30,2/19/2012 9:45,9.46 MB,L (4288 x 2848),45:25.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,22mm,AF-A,Auto,ON,,f/7.1,1.3s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r9a60175ct,http://193.205.194.113/RAISE/NEF/r9a60175ct.NEF,http://193.205.194.113/RAISE/TIFF/r9a60175ct.TIF,9/20/2014 20:49,12/4/2012 12:34,10.4 MB,L (4288 x 2848),34:32.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/16,1/250s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r9a6f3356t,http://193.205.194.113/RAISE/NEF/r9a6f3356t.NEF,http://193.205.194.113/RAISE/TIFF/r9a6f3356t.TIF,9/20/2014 18:07,8/23/2012 9:16,20.8 MB,L (4928 x 3264),16:01.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,20mm,AF-A,Auto,ON,OFF,f/14,1/160s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,0,1,,,,,,,,,,,,,,,,,objects; outdoor
r9a9ceb70t,http://193.205.194.113/RAISE/NEF/r9a9ceb70t.NEF,http://193.205.194.113/RAISE/TIFF/r9a9ceb70t.TIF,9/20/2014 20:50,12/4/2012 13:10,10.3 MB,L (4288 x 2848),10:54.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,25mm,AF-A,Auto,ON,,f/16,1/100s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,objects; outdoor
r9aa52454t,http://193.205.194.113/RAISE/NEF/r9aa52454t.NEF,http://193.205.194.113/RAISE/TIFF/r9aa52454t.TIF,9/21/2014 11:59,10/19/2013 9:09,20.9 MB,L (4928 x 3264),09:43.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/16,1/60s,,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Manual,landscape; outdoor
r9aa5570bt,http://193.205.194.113/RAISE/NEF/r9aa5570bt.NEF,http://193.205.194.113/RAISE/TIFF/r9aa5570bt.TIF,9/20/2014 16:09,9/24/2011 7:20,20.3 MB,L (4928 x 3264),20:09.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,AF-A,Auto,ON,OFF,f/11,1/400s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, A2, G1",sRGB,ON (Low),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,9,2,0,2,1,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r9aa8cb22t,http://193.205.194.113/RAISE/NEF/r9aa8cb22t.NEF,http://193.205.194.113/RAISE/TIFF/r9aa8cb22t.TIF,9/20/2014 16:37,4/11/2014 7:22,22.6 MB,L (4928 x 3264),22:14.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,34mm,AF-A,Dynamic,ON,OFF,f/14,1/125s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,landscape; outdoor; people
r9aaac5c3t,http://193.205.194.113/RAISE/NEF/r9aaac5c3t.NEF,http://193.205.194.113/RAISE/TIFF/r9aaac5c3t.TIF,9/20/2014 19:55,8/14/2012 11:41,18.5 MB,L (4928 x 3264),41:15.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,38mm,AF-A,Auto,ON,OFF,f/14,1/200s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r9aadd026t,http://193.205.194.113/RAISE/NEF/r9aadd026t.NEF,http://193.205.194.113/RAISE/TIFF/r9aadd026t.TIF,9/21/2014 1:36,6/28/2014 10:58,18.2 MB,L (4928 x 3264),58:30.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,"Dynamic, 21 points",ON,OFF,f/13,1/160s,Manual,0EV,,Matrix,ISO 500,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,nature; outdoor
r9aae08edt,http://193.205.194.113/RAISE/NEF/r9aae08edt.NEF,http://193.205.194.113/RAISE/TIFF/r9aae08edt.TIF,9/21/2014 7:18,12/22/2013 19:55,19.1 MB,L (4928 x 3264),55:48.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/5.6,1/4s,Aperture Priority,0EV,,Matrix,ISO 800,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,0,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r9ab64f18t,http://193.205.194.113/RAISE/NEF/r9ab64f18t.NEF,http://193.205.194.113/RAISE/TIFF/r9ab64f18t.TIF,9/20/2014 19:11,8/8/2012 6:15,17.3 MB,L (4928 x 3264),15:12.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/5.6,1/25s,Manual,0EV,,Spot,ISO 500,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,8,0,0,0,0,,,,,,,,,,,,,,,,,Indoor
r9ab99c3ct,http://193.205.194.113/RAISE/NEF/r9ab99c3ct.NEF,http://193.205.194.113/RAISE/TIFF/r9ab99c3ct.TIF,9/20/2014 20:01,8/15/2012 11:45,17.6 MB,L (4928 x 3264),45:48.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/13,1/125s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r9abccd59t,http://193.205.194.113/RAISE/NEF/r9abccd59t.NEF,http://193.205.194.113/RAISE/TIFF/r9abccd59t.TIF,9/21/2014 0:08,5/14/2012 14:26,9.63 MB,L (4288 x 2848),26:22.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Hoang Van Tien    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/13,1/160s,Auto (Flash Off),0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Auto,,,,[SD] STANDARD,[SD] STANDARD,-,Auto,Active D-Lighting,Active D-Lighting,Auto,0,,,,,,,,,,,,,,,,,buildings; outdoor
r9addab17t,http://193.205.194.113/RAISE/NEF/r9addab17t.NEF,http://193.205.194.113/RAISE/TIFF/r9addab17t.TIF,9/21/2014 9:03,6/18/2013 12:05,18.0 MB,L (4928 x 3264),05:58.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,95mm,AF-A,Dynamic,ON,OFF,f/9,1/40s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,1,0,,,,,,,,,,,,,,,,,nature; outdoor
r9addc6c1t,http://193.205.194.113/RAISE/NEF/r9addc6c1t.NEF,http://193.205.194.113/RAISE/TIFF/r9addc6c1t.TIF,9/21/2014 2:36,5/2/2014 8:21,20.5 MB,L (4928 x 3264),21:46.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/7.1,1/160s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,buildings; outdoor
r9ade336dt,http://193.205.194.113/RAISE/NEF/r9ade336dt.NEF,http://193.205.194.113/RAISE/TIFF/r9ade336dt.TIF,9/20/2014 18:29,1/11/2014 13:02,18.5 MB,L (4928 x 3264),02:34.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/3.5,1/125s,Aperture Priority,0EV,,Matrix,ISO 1600,,,,"Shade, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,0,0,,,,,,,,,,,,,,,,,Indoor; buildings
r9aebb9b8t,http://193.205.194.113/RAISE/NEF/r9aebb9b8t.NEF,http://193.205.194.113/RAISE/TIFF/r9aebb9b8t.TIF,9/20/2014 22:02,3/31/2012 6:30,11.9 MB,L (4288 x 2848),30:45.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,22mm,AF-S,Auto,ON,,f/14,1/640s,Programmed Auto,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,landscape; outdoor
r9af817e7t,http://193.205.194.113/RAISE/NEF/r9af817e7t.NEF,http://193.205.194.113/RAISE/TIFF/r9af817e7t.TIF,9/20/2014 21:59,3/31/2012 5:45,12.1 MB,L (4288 x 2848),45:27.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-S,Auto,ON,,f/16,1/1000s,Programmed Auto,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r9afbbb9bt,http://193.205.194.113/RAISE/NEF/r9afbbb9bt.NEF,http://193.205.194.113/RAISE/TIFF/r9afbbb9bt.TIF,9/20/2014 22:39,2/16/2012 8:49,11.0 MB,L (4288 x 2848),49:23.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,22mm,AF-A,Auto,ON,,f/3.8,1/4000s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,outdoor; people
r9b08456dt,http://193.205.194.113/RAISE/NEF/r9b08456dt.NEF,http://193.205.194.113/RAISE/TIFF/r9b08456dt.TIF,9/20/2014 18:32,8/7/2012 7:49,18.7 MB,L (4928 x 3264),49:00.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/20,1/125s,Manual,0EV,,Spot,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,8,0,0,0,0,,,,,,,,,,,,,,,,,outdoor
r9b14b21at,http://193.205.194.113/RAISE/NEF/r9b14b21at.NEF,http://193.205.194.113/RAISE/TIFF/r9b14b21at.TIF,9/21/2014 11:37,10/27/2013 10:42,20.9 MB,L (4928 x 3264),42:40.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,20mm,Manual,Single,ON,OFF,f/5.6,1/250s,,0EV,,Matrix,ISO 320,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,nature; outdoor
r9b1f3966t,http://193.205.194.113/RAISE/NEF/r9b1f3966t.NEF,http://193.205.194.113/RAISE/TIFF/r9b1f3966t.TIF,9/20/2014 22:04,3/31/2012 6:44,11.9 MB,L (4288 x 2848),44:54.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,48mm,AF-S,Auto,ON,,f/22,1/2000s,Programmed Auto,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,landscape; outdoor
r9b20970ct,http://193.205.194.113/RAISE/NEF/r9b20970ct.NEF,http://193.205.194.113/RAISE/TIFF/r9b20970ct.TIF,9/20/2014 20:44,11/9/2012 9:34,8.84 MB,L (4288 x 2848),34:04.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,50mm f/1.8D,50mm,AF-A,Auto,,,f/1.8,1/100s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Direct sunlight, A2, G2",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,Indoor; objects
r9b23b407t,http://193.205.194.113/RAISE/NEF/r9b23b407t.NEF,http://193.205.194.113/RAISE/TIFF/r9b23b407t.TIF,9/20/2014 23:26,2/19/2012 6:35,10.5 MB,L (4288 x 2848),35:17.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/8,1/640s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,outdoor; people
r9b283ac4t,http://193.205.194.113/RAISE/NEF/r9b283ac4t.NEF,http://193.205.194.113/RAISE/TIFF/r9b283ac4t.TIF,9/20/2014 15:40,4/11/2014 13:37,20.2 MB,L (4928 x 3264),37:12.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/5.6,1/80s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r9b2b6fe6t,http://193.205.194.113/RAISE/NEF/r9b2b6fe6t.NEF,http://193.205.194.113/RAISE/TIFF/r9b2b6fe6t.TIF,9/20/2014 23:34,7/19/2014 10:56,22.0 MB,L (4928 x 3264),56:03.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,70mm,AF-A,"Dynamic, 21 points",ON,OFF,f/18,1/100s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,nature; outdoor
r9b35044ct,http://193.205.194.113/RAISE/NEF/r9b35044ct.NEF,http://193.205.194.113/RAISE/TIFF/r9b35044ct.TIF,9/20/2014 16:33,8/11/2012 8:35,20.4 MB,L (4928 x 3264),35:01.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/18,1/125s,Manual,0EV,,Spot,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,0,0,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r9b46c965t,http://193.205.194.113/RAISE/NEF/r9b46c965t.NEF,http://193.205.194.113/RAISE/TIFF/r9b46c965t.TIF,9/20/2014 21:11,2/18/2012 6:17,10.6 MB,L (4288 x 2848),17:52.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/80s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor
r9b4b80f1t,http://193.205.194.113/RAISE/NEF/r9b4b80f1t.NEF,http://193.205.194.113/RAISE/TIFF/r9b4b80f1t.TIF,9/20/2014 19:10,8/8/2012 5:32,21.0 MB,L (4928 x 3264),32:06.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/11,1/500s,Aperture Priority,0EV,,Spot,ISO 320,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,8,0,0,0,0,,,,,,,,,,,,,,,,,buildings; outdoor
r9b50a38bt,http://193.205.194.113/RAISE/NEF/r9b50a38bt.NEF,http://193.205.194.113/RAISE/TIFF/r9b50a38bt.TIF,9/21/2014 9:56,5/11/2013 6:35,19.7 MB,L (4928 x 3264),35:02.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/5,1/320s,,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,Aperture Priority,buildings; outdoor
r9b570a00t,http://193.205.194.113/RAISE/NEF/r9b570a00t.NEF,http://193.205.194.113/RAISE/TIFF/r9b570a00t.TIF,9/20/2014 22:56,2/17/2012 9:46,9.91 MB,L (4288 x 2848),46:06.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,32mm,AF-A,Auto,ON,,f/4.2,1/60s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cool-white fluorescent, A1, G1",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; objects
r9b5d33d7t,http://193.205.194.113/RAISE/NEF/r9b5d33d7t.NEF,http://193.205.194.113/RAISE/TIFF/r9b5d33d7t.TIF,9/21/2014 10:44,10/4/2013 10:37,21.6 MB,L (4928 x 3264),37:12.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/20,1/100s,,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,buildings; outdoor
r9b66ff32t,http://193.205.194.113/RAISE/NEF/r9b66ff32t.NEF,http://193.205.194.113/RAISE/TIFF/r9b66ff32t.TIF,9/21/2014 7:46,1/26/2013 11:40,19.8 MB,L (4928 x 3264),40:32.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/5,1/8000s,Aperture Priority,+0.7EV,,Spot,ISO 800,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r9b67769at,http://193.205.194.113/RAISE/NEF/r9b67769at.NEF,http://193.205.194.113/RAISE/TIFF/r9b67769at.TIF,9/21/2014 0:58,6/8/2014 12:07,20.6 MB,L (4928 x 3264),07:39.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Dynamic,ON,OFF,f/20,1/100s,Shutter Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r9b87c6a7t,http://193.205.194.113/RAISE/NEF/r9b87c6a7t.NEF,http://193.205.194.113/RAISE/TIFF/r9b87c6a7t.TIF,9/21/2014 3:00,5/3/2014 11:29,21.3 MB,L (4928 x 3264),29:37.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/6.3,1/800s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r9b962663t,http://193.205.194.113/RAISE/NEF/r9b962663t.NEF,http://193.205.194.113/RAISE/TIFF/r9b962663t.TIF,9/20/2014 22:49,2/17/2012 6:00,10.3 MB,L (4288 x 2848),00:05.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/8,1/640s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,outdoor
r9b9aaffft,http://193.205.194.113/RAISE/NEF/r9b9aaffft.NEF,http://193.205.194.113/RAISE/TIFF/r9b9aaffft.TIF,9/20/2014 17:49,8/22/2012 10:05,17.7 MB,L (4928 x 3264),05:49.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,AF-A,Auto,ON,OFF,f/3.8,1/40s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,0,1,-1,0,,,,,,,,,,,,,,,,,Indoor; objects
